LOTNO,PERIOD,SPEC,ELEM,SIDE,COND,FRAG,PD,AP,LM,DV,FUSE,BURN,Weathering,Gnawing,MOD,BUTCH
108,M,49,115,2,1,1,2,99,99,99,3,5,7,7,7,3
234,M,46,115,2,6,1,7,99,99,99,1,5,7,7,7,3
151,M,46,115,2,7,1,7,99,99,99,1,5,7,7,7,3
15,M,46,115,2,7,1,4,99,99,99,1,5,7,7,7,3
215,M,46,115,2,7,1,7,99,99,99,1,5,7,7,7,3
151,M,46,115,2,7,1,4,99,99,99,1,5,7,7,7,3
214,M,46,115,2,1,1,2,99,99,99,3,2,7,7,7,3
76,M,49,115,2,5,1,12,99,99,99,3,5,7,7,7,3
234,M,49,115,2,7,1,12,99,99,99,3,5,7,7,7,3
214,M,49,115,1,6,2,12,99,99,99,3,5,7,7,7,3
130,M,46,120,2,1,1,1,99,99,99,1,5,7,7,7,3
30,M,49,120,1,4,1,1,99,99,99,1,5,7,7,7,3
142,M,49,120,1,7,1,1,99,99,99,1,5,7,7,7,3
234,M,18,47,1,4,1,99,99,99,99,1,5,6,7,6,3
174,M,18,2,2,6,2,99,99,99,99,1,5,7,7,7,3
167,M,11,60,1,6,1,6,99,99,99,1,5,7,7,7,3
15,M,18,70,2,7,1,14,99,99,99,1,5,7,7,7,2
210,M,18,70,2,7,1,14,99,99,99,1,5,7,7,7,2
75,M,18,70,1,7,1,14,99,99,99,1,5,7,7,7,3
238,M,18,70,1,7,2,5,99,99,99,3,5,7,7,7,3
75,M,18,53,3,6,1,99,99,99,5,1,5,7,7,7,3
234,M,18,53,3,6,1,99,99,99,5,1,5,7,7,7,3
76,M,18,56,3,4,1,99,99,99,1,1,5,7,7,7,3
194,M,18,53,3,7,1,99,99,99,6,1,5,7,7,7,3
143,M,18,53,3,7,1,99,99,99,5,1,2,7,7,7,3
148,M,18,51,3,7,1,99,99,99,2,1,5,7,7,7,3
169,M,18,52,3,7,1,99,99,99,5,1,5,7,7,7,3
193,M,18,54,3,7,1,99,99,99,10,1,5,7,7,7,3
141,M,18,52,3,7,1,99,99,99,10,1,5,7,7,7,3
75,M,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
75,M,16,58,3,5,1,99,99,99,11,3,5,7,7,7,3
234,M,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
193,M,49,60,2,7,1,7,99,99,99,1,5,7,7,7,3
142,M,46,60,1,7,1,7,99,99,99,1,5,7,7,7,3
43,M,46,60,1,6,1,7,99,99,99,1,5,7,7,7,3
234,M,46,60,1,7,1,7,99,99,99,1,5,7,7,7,3
167,M,18,151,2,1,1,1,99,99,99,4,5,7,7,7,3
40,M,14,152,1,1,1,1,99,99,99,1,5,7,7,7,3
175,M,18,153,1,7,2,4,99,99,99,1,2,7,7,7,3
171,M,11,60,1,6,1,7,99,99,99,1,5,7,7,1,1
171,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
171,M,11,60,88,7,1,11,99,99,99,1,5,7,7,7,3
171,M,146,120,1,1,1,1,99,99,99,1,5,7,7,7,3
113,M,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
171,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
171,M,49,71,1,6,2,7,99,99,99,1,5,7,7,7,3
172,M,46,72,2,7,1,4,99,99,99,1,5,7,7,7,3
45,M,49,115,1,6,1,7,99,99,99,1,5,7,7,7,3
171,M,49,115,1,1,1,2,99,99,99,3,5,7,7,7,3
167,M,49,115,2,5,1,15,99,99,99,3,5,7,7,7,3
45,M,18,120,2,5,1,14,99,99,99,1,5,7,7,7,3
172,M,18,71,2,7,1,4,99,99,99,1,5,7,7,7,3
142,M,47,133,2,1,9,1,99,99,99,4,5,7,7,7,3
237,M,45,133,2,1,9,1,99,99,99,4,5,7,7,7,3
74,M,45,133,2,5,1,7,99,99,99,1,5,7,7,7,3
181,M,45,133,2,7,1,7,99,99,99,1,1,7,7,7,3
311,M,45,134,1,1,9,1,99,99,99,4,5,7,7,7,3
169,M,45,134,1,1,9,1,99,99,99,4,5,7,7,7,3
74,M,45,134,2,1,9,1,99,99,99,4,5,7,7,7,3
59,M,45,134,2,1,9,1,99,99,99,4,5,7,7,7,3
234,M,45,134,2,6,1,7,99,99,99,1,5,7,7,7,3
237,M,45,90,1,1,9,1,99,99,99,4,5,7,7,7,3
236,M,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
181,M,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
234,M,11,60,88,7,1,10,99,99,99,3,5,7,7,7,3
14,M,11,60,2,7,1,7,99,99,99,1,5,7,7,7,1
142,M,16,60,1,7,1,6,99,99,99,1,5,7,7,7,1
141,M,16,60,1,7,1,4,99,99,99,1,5,7,7,7,3
59,M,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
194,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
169,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
76,M,16,60,88,7,3,10,99,99,99,88,5,7,7,7,3
85,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
47,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
151,M,16,60,1,7,1,6,99,99,99,88,5,7,7,7,2
141,M,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
141,M,16,60,88,7,3,6,99,99,99,88,5,7,7,7,3
181,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
171,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
85,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,2
179,M,11,60,88,7,1,6,99,99,99,88,5,7,7,7,3
179,M,49,113,1,6,1,5,99,99,99,3,5,7,7,7,3
179,M,46,67,2,5,1,14,99,99,99,1,5,7,7,7,3
179,M,49,67,2,6,1,12,99,99,99,3,5,7,7,7,3
179,M,49,115,1,6,1,7,99,99,99,1,5,7,7,7,3
179,M,49,115,1,6,1,7,99,99,99,1,5,7,7,7,3
179,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
179,M,18,135,88,5,1,10,99,99,99,88,5,7,7,7,3
179,M,18,60,1,7,1,7,99,99,99,1,5,7,7,7,3
179,M,18,67,2,7,1,11,99,99,99,1,3,7,7,7,3
167,M,16,60,88,7,3,10,99,99,99,88,2,7,7,7,3
104,M,11,60,88,7,2,10,99,99,99,88,5,7,7,7,3
154,M,18,151,1,1,1,1,99,99,99,1,5,7,7,7,3
154,M,18,151,1,4,3,1,99,99,99,1,5,7,7,7,3
212,M,18,151,2,1,1,1,99,99,99,1,5,6,7,6,3
106,M,18,151,2,1,1,1,99,99,99,1,5,6,7,6,3
154,M,46,55,3,4,1,99,99,99,1,1,5,7,7,7,3
140,M,49,55,3,1,1,99,99,99,1,1,5,7,7,7,3
87,M,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
211,M,18,153,2,1,1,1,99,99,99,1,5,7,7,7,3
109,M,49,115,2,5,1,14,99,99,99,1,5,7,7,7,3
39,M,49,115,2,5,1,14,99,99,99,1,5,7,7,7,3
140,M,49,115,2,7,1,7,99,99,99,2,5,7,7,7,3
211,M,49,71,1,5,1,7,99,99,99,1,5,7,7,7,3
109,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
109,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
140,M,49,120,1,1,1,1,99,99,99,1,1,7,7,7,3
104,M,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
104,M,49,70,1,5,1,14,99,99,99,1,5,7,7,7,3
104,M,49,70,1,5,1,14,99,99,99,1,5,7,7,7,3
39,M,49,70,2,4,3,1,99,99,99,4,5,7,7,7,3
211,M,49,70,2,2,1,5,99,99,99,10,5,7,7,7,3
104,M,49,70,2,6,1,14,99,99,99,1,5,7,7,7,3
140,M,49,70,2,7,1,14,99,99,99,1,5,7,7,7,3
211,M,49,70,2,6,1,14,99,99,99,1,5,7,7,7,3
212,M,49,70,2,7,1,14,99,99,99,1,5,7,7,7,3
211,M,46,72,2,7,1,7,99,99,99,1,5,7,7,7,3
211,M,49,72,1,2,1,8,99,99,99,6,5,7,7,7,3
88,M,49,113,1,6,1,14,99,99,99,1,5,7,7,7,3
104,M,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
104,M,49,67,2,6,2,14,99,99,99,1,5,7,7,7,3
39,M,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
39,M,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
39,M,49,67,1,7,1,14,99,99,99,1,5,7,7,7,3
154,M,46,115,1,6,1,7,99,99,99,1,5,7,7,7,3
104,M,18,115,2,7,1,4,99,99,99,1,3,7,7,7,3
140,M,16,152,1,2,1,15,99,99,99,3,5,7,7,7,3
212,M,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
109,M,18,120,1,4,2,7,99,99,99,1,3,7,7,7,3
212,M,18,119,2,1,1,1,99,99,99,1,5,7,7,7,3
109,M,49,113,2,7,1,4,99,99,99,1,5,7,7,7,3
104,M,49,113,1,7,1,11,99,99,99,1,5,7,7,7,3
38,M,49,72,2,7,1,4,99,99,99,1,5,7,7,7,3
38,M,49,72,2,7,1,4,99,99,99,1,5,7,7,7,3
104,M,46,115,1,1,1,16,99,99,99,3,5,7,7,7,3
104,M,49,67,1,7,1,14,99,99,99,88,3,7,7,7,3
104,M,18,70,1,7,1,14,99,99,99,1,5,6,7,6,3
154,M,18,71,2,7,1,14,99,99,99,1,5,7,7,7,3
38,M,18,71,1,7,1,14,99,99,99,1,5,7,7,7,3
39,M,18,71,1,7,1,11,99,99,99,1,5,6,7,6,3
38,M,18,71,1,7,1,7,99,99,99,1,5,6,7,6,3
211,M,18,71,2,7,1,7,99,99,99,1,5,7,7,7,3
146,M,18,119,2,1,1,1,99,99,99,1,2,7,7,7,3
155,M,18,126,1,1,1,1,99,99,99,1,5,7,7,7,3
38,M,18,126,2,1,1,1,99,99,99,1,5,6,7,6,3
41,M,18,128,2,1,1,1,99,99,99,1,5,7,7,7,3
39,M,18,74,2,1,1,1,99,99,99,1,5,7,7,7,3
42,M,18,74,2,1,1,1,99,99,99,1,2,7,7,7,3
154,M,18,76,1,1,1,1,99,99,99,1,5,7,7,7,3
109,M,18,76,1,1,1,1,99,99,99,1,5,7,7,7,3
20,M,18,76,1,1,1,1,99,99,99,1,5,6,7,6,3
150,M,18,77,2,1,1,1,99,99,99,1,5,7,7,7,3
150,M,49,113,1,7,1,7,99,99,99,1,5,7,7,7,3
146,M,49,113,2,5,1,5,99,99,99,3,5,7,7,7,3
140,M,49,113,2,6,1,7,99,99,99,1,5,7,7,7,3
39,M,49,113,1,7,1,11,99,99,99,1,5,7,7,7,3
40,M,49,113,1,7,1,11,99,99,99,1,5,7,7,7,3
31,M,49,113,2,7,1,11,99,99,99,1,5,7,7,7,3
107,M,46,113,1,7,1,11,99,99,99,1,5,7,7,7,3
19,M,46,113,1,7,1,11,99,99,99,1,5,7,7,7,3
106,M,49,71,2,1,1,1,99,99,99,4,5,7,7,7,3
26,M,49,71,1,6,3,7,99,99,99,1,5,7,7,7,3
38,M,49,71,1,6,1,7,99,99,99,1,5,7,7,7,3
38,M,49,72,1,6,3,7,99,99,99,1,5,7,7,7,3
209,M,49,72,2,6,1,6,99,99,99,1,5,7,7,7,3
211,M,49,72,2,6,1,7,99,99,99,1,2,7,7,7,3
60,M,49,72,2,6,1,7,99,99,99,1,5,7,7,7,3
150,M,49,72,2,5,1,7,99,99,99,1,5,7,7,7,3
212,M,46,72,2,7,1,7,99,99,99,1,5,7,7,7,3
209,M,49,115,2,6,1,14,99,99,99,1,5,7,7,7,3
37,M,49,115,2,6,1,14,99,99,99,1,5,7,7,7,3
37,M,49,115,2,6,1,14,99,99,99,1,5,7,7,7,3
211,M,49,115,1,5,1,14,99,99,99,1,5,7,7,7,3
86,M,49,115,1,7,1,14,99,99,99,2,5,7,7,7,3
209,M,49,115,2,6,1,7,99,99,99,1,5,7,7,7,3
107,M,49,115,2,7,1,7,99,99,99,2,5,7,7,7,3
178,M,49,115,2,7,1,7,99,99,99,1,5,7,7,7,3
26,M,49,115,1,6,1,5,99,99,99,3,5,7,7,7,3
209,M,49,115,1,6,1,7,99,99,99,1,5,7,7,7,3
44,M,49,115,1,7,1,5,99,99,99,3,5,7,7,7,3
60,M,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
173,M,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
59,M,4,60,2,7,1,7,99,99,99,1,5,7,7,7,3
25,M,46,60,2,7,1,7,99,99,99,1,5,7,7,7,3
178,M,49,71,1,6,1,7,99,99,99,1,5,7,7,7,3
26,M,49,115,1,4,1,10,99,99,99,88,5,7,7,7,3
173,M,49,115,2,7,1,4,99,99,99,1,5,7,7,7,3
212,M,44,67,1,6,1,10,99,99,99,88,5,7,7,7,3
59,M,18,72,1,7,1,11,99,99,99,3,5,7,7,7,3
109,M,18,151,2,2,1,15,99,99,99,3,1,7,7,7,3
13,M,18,151,1,7,1,11,99,99,99,1,4,7,7,7,3
39,M,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
108,M,16,60,88,6,1,10,99,99,99,88,5,7,7,7,3
87,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
143,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
107,M,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
59,M,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
212,M,16,60,88,7,2,6,99,99,99,88,5,7,7,7,3
57,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
59,M,16,60,88,7,3,10,99,99,99,88,5,7,7,7,3
105,M,16,60,2,7,1,7,99,99,99,1,4,7,7,7,3
25,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
143,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
18,M,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
171,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
41,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
39,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
108,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
152,M,16,60,88,7,1,10,99,99,99,88,2,7,7,7,3
56,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
194,M,18,76,1,1,1,1,99,99,99,1,2,7,7,7,3
24,M,16,81,2,1,1,1,99,99,99,1,5,6,7,6,3
58,M,16,151,1,1,1,1,99,99,99,4,5,7,7,7,3
14,M,11,60,2,6,1,7,99,99,99,1,5,7,7,7,2
29,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
29,M,11,60,2,6,1,7,99,99,99,1,5,7,7,7,3
29,M,16,151,88,7,1,14,99,99,99,1,5,7,7,7,3
58,M,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
58,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
59,M,46,70,2,7,1,14,99,99,99,1,5,7,7,7,3
218,M,49,70,1,7,1,14,99,99,99,1,5,7,7,7,3
218,M,49,70,1,6,1,14,99,99,99,1,5,7,7,7,3
167,M,49,70,2,6,1,14,99,99,99,1,5,7,7,7,3
58,M,49,70,2,5,1,14,99,99,99,4,5,7,7,7,3
218,M,49,70,2,7,1,14,99,99,99,1,5,7,7,7,3
59,M,49,113,2,7,1,4,99,99,99,1,5,7,7,7,3
59,M,49,113,1,6,1,7,99,99,99,1,5,7,7,7,3
218,M,49,113,1,6,1,7,99,99,99,1,5,7,7,7,3
171,M,49,113,1,6,1,5,99,99,99,3,5,7,7,7,3
15,M,49,113,1,7,1,5,99,99,99,3,5,7,7,7,3
14,M,46,113,1,7,1,4,99,99,99,1,5,7,7,7,3
59,M,46,113,1,7,1,4,99,99,99,1,5,7,7,7,3
76,M,49,113,2,1,1,16,99,99,99,3,5,7,7,7,3
167,M,49,113,1,6,1,14,99,99,99,1,5,7,7,7,3
171,M,49,113,1,7,1,14,99,99,99,1,5,7,7,7,3
59,M,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
225,M,18,153,2,1,1,1,99,99,99,1,5,7,7,7,3
58,M,18,153,2,7,1,4,99,99,99,1,5,7,7,7,3
74,M,49,113,1,6,3,7,99,99,99,1,5,7,7,7,3
57,M,46,70,1,6,1,14,99,99,99,1,5,7,7,7,3
57,M,49,70,2,7,1,14,99,99,99,1,5,7,7,7,3
168,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
311,M,46,113,2,1,1,16,99,99,99,3,5,7,7,7,3
17,M,49,113,2,6,1,5,99,99,99,3,5,7,7,7,3
17,M,49,113,1,5,1,7,99,99,99,1,5,7,7,7,3
17,M,49,113,1,7,1,7,99,99,99,1,5,7,7,7,3
168,M,49,113,2,7,1,11,99,99,99,1,5,7,7,7,3
170,M,49,113,2,1,1,16,99,99,99,3,5,7,2,2,3
35,M,49,115,1,7,1,4,99,99,99,1,5,7,7,7,3
13,M,49,113,2,1,1,16,99,99,99,3,5,7,7,7,3
35,M,49,115,1,7,1,5,99,99,99,3,5,7,7,7,3
57,M,49,115,2,7,1,14,99,99,99,1,5,7,7,7,3
17,M,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
12,M,18,151,1,2,1,15,99,99,99,3,5,7,7,7,3
168,M,49,115,1,5,2,14,99,99,99,1,5,7,7,7,3
157,M,49,71,1,1,1,1,99,99,99,4,5,7,7,7,3
35,M,49,72,2,3,1,7,99,99,99,1,5,7,7,7,3
13,M,49,120,2,3,1,7,99,99,99,1,5,7,7,7,3
35,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
57,M,46,60,1,6,1,7,99,99,99,1,5,7,7,7,3
170,M,18,74,1,1,1,1,99,99,99,1,5,7,7,7,3
29,M,49,60,1,6,1,7,99,99,99,1,5,7,7,7,3
311,M,46,60,2,7,1,7,99,99,99,1,5,7,7,7,3
111,M,46,60,1,7,1,7,99,99,99,1,5,7,7,7,3
149,M,46,60,1,7,1,7,99,99,99,1,5,7,7,7,3
171,M,49,55,3,5,1,99,99,99,1,1,5,7,7,7,3
169,M,46,51,3,1,1,99,99,99,1,1,5,7,7,7,3
58,M,46,115,2,7,1,14,99,99,99,1,5,7,7,7,3
143,M,46,67,1,6,1,14,99,99,99,1,5,7,7,7,3
15,M,46,103,1,4,1,26,99,99,99,3,5,7,7,7,3
17,M,46,103,1,6,1,27,99,99,99,1,2,7,7,7,3
157,M,18,153,1,6,1,7,99,99,99,1,5,7,7,7,3
141,M,18,107,2,7,1,34,99,99,99,1,5,7,7,7,3
181,M,18,104,1,6,1,23,99,99,99,1,5,7,7,7,3
143,M,18,104,1,7,1,23,99,99,99,1,5,6,7,6,3
14,M,18,111,1,8,1,32,99,99,99,1,2,7,7,7,3
43,M,18,103,1,6,1,28,99,99,99,88,5,7,7,7,3
58,M,18,72,2,6,1,7,99,99,99,1,5,7,7,7,3
15,M,18,119,2,7,1,99,99,99,99,1,2,7,7,7,3
29,M,11,60,88,7,2,10,99,99,99,88,5,7,7,7,3
225,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,2
56,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
142,M,18,67,1,7,1,5,99,99,99,3,5,7,7,7,3
225,M,18,67,88,7,1,10,99,99,99,88,5,7,7,7,3
169,M,18,67,2,7,1,5,99,99,99,3,2,7,7,7,3
47,M,18,67,2,7,1,11,99,99,99,1,5,7,7,7,3
143,M,47,131,1,1,9,1,99,99,99,4,5,7,7,7,1
58,M,47,131,1,1,9,1,99,99,99,4,5,7,7,7,3
108,M,47,131,1,1,9,1,99,99,99,4,5,7,7,7,3
24,M,45,90,88,1,9,1,99,99,99,4,5,7,7,7,3
9,M,47,90,88,1,9,1,99,99,99,4,5,7,7,7,3
157,M,45,90,1,6,1,7,99,99,99,1,5,7,7,7,3
87,M,47,90,88,1,9,1,99,99,99,1,5,7,7,7,3
167,M,47,90,88,1,9,1,99,99,99,1,5,7,7,7,3
110,M,45,146,88,7,2,14,99,99,99,1,5,7,7,7,3
35,M,45,146,88,7,1,14,99,99,99,1,5,7,7,7,3
56,M,45,146,88,7,1,14,99,99,99,1,5,7,7,7,3
55,M,45,146,88,7,1,14,99,99,99,1,2,7,7,7,3
29,M,16,90,2,7,1,7,99,99,99,1,5,7,7,7,3
209,M,18,90,1,7,1,4,99,99,99,1,5,7,7,7,3
76,M,18,90,1,7,1,4,99,99,99,1,5,6,7,6,3
14,M,18,146,88,7,1,14,99,99,99,1,5,7,7,7,3
73,M,18,152,2,1,1,1,99,99,99,1,5,6,7,6,3
58,M,18,120,2,5,1,5,99,99,99,3,5,7,7,7,3
55,M,16,120,2,6,1,5,99,99,99,13,5,7,7,7,3
225,M,18,152,1,6,1,14,99,99,99,1,3,7,7,7,3
171,M,18,152,1,1,1,1,99,99,99,2,5,7,7,7,3
167,M,18,151,2,6,1,14,99,99,99,1,2,7,7,7,3
35,M,16,152,2,6,1,14,99,99,99,1,5,6,7,6,3
225,M,18,71,1,7,1,4,99,99,99,1,5,7,7,7,3
13,M,18,115,2,6,1,2,99,99,99,3,2,7,7,7,3
225,M,18,113,2,1,1,2,99,99,99,3,5,7,7,7,3
168,M,18,53,3,5,1,99,99,99,1,2,5,7,7,7,3
3,M,18,52,3,4,1,99,99,99,1,3,5,7,7,7,3
169,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
74,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
152,M,16,60,88,7,1,6,99,99,99,88,5,7,7,7,3
192,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
108,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
59,M,16,60,88,7,1,6,99,99,99,88,5,7,7,7,3
45,M,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
32,M,16,60,1,7,1,7,99,99,99,3,5,7,7,7,3
170,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
32,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
76,M,16,60,88,7,1,10,99,99,99,88,3,6,7,6,3
171,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
225,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,2
58,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
59,M,11,60,88,7,2,10,99,99,99,88,5,7,7,7,3
171,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
140,M,18,151,2,6,1,11,99,99,99,1,3,7,7,7,3
211,M,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
25,M,18,152,2,1,1,1,99,99,99,1,5,7,7,7,3
44,M,18,152,2,1,1,1,99,99,99,1,5,7,7,7,3
60,M,18,153,2,1,1,1,99,99,99,1,5,7,7,7,3
37,M,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
40,M,18,71,1,7,1,4,99,99,99,1,5,7,7,7,3
44,M,18,115,1,7,1,11,99,99,99,1,5,7,7,7,3
153,M,18,153,2,4,1,1,99,99,99,1,5,6,7,6,3
31,M,18,151,1,1,1,1,99,99,99,1,5,7,7,7,3
60,M,46,120,1,4,1,14,99,99,99,1,5,7,7,7,3
166,M,46,120,1,1,1,1,99,99,99,1,5,7,7,7,3
86,M,46,120,1,1,1,1,99,99,99,1,5,7,7,7,3
209,M,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
209,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
25,M,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
60,M,49,120,2,1,1,1,99,99,99,1,3,7,7,7,3
178,M,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
212,M,49,120,1,1,4,1,99,99,99,1,5,7,7,7,3
25,M,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
60,M,46,70,2,6,1,14,99,99,99,1,5,7,7,7,3
209,M,49,70,2,6,1,14,99,99,99,1,3,7,7,7,3
26,M,49,70,1,6,1,14,99,99,99,1,5,7,7,7,3
140,M,49,70,1,6,1,14,99,99,99,1,3,7,7,7,3
60,M,49,70,1,5,1,7,99,99,99,1,5,7,7,7,3
209,M,49,70,1,6,1,7,99,99,99,1,5,7,7,7,3
211,M,49,70,2,1,1,2,99,99,99,3,5,7,7,7,3
140,M,18,79,1,1,1,1,99,99,99,1,5,7,7,7,3
37,M,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
178,M,49,67,1,7,1,14,99,99,99,1,5,7,7,7,3
37,M,49,67,1,6,1,14,99,99,99,1,5,7,7,7,3
44,M,49,67,1,6,1,12,99,99,99,3,5,7,7,7,3
150,M,49,67,1,6,2,14,99,99,99,1,5,7,7,7,3
146,M,49,67,1,6,1,14,99,99,99,1,3,7,7,7,3
40,M,49,67,1,6,1,14,99,99,99,1,5,7,7,7,3
25,M,46,67,1,7,1,14,99,99,99,1,5,7,7,7,3
153,M,18,72,2,7,1,4,99,99,99,1,5,6,7,6,3
39,M,18,119,1,4,1,1,99,99,99,1,5,7,3,3,3
140,M,49,101,2,1,1,21,99,99,99,1,5,7,7,7,3
107,M,49,103,1,5,1,26,99,99,99,3,5,7,7,7,3
212,M,46,111,2,8,1,32,99,99,99,1,5,7,7,7,3
31,M,46,131,2,1,9,1,99,99,99,4,5,7,7,7,3
39,M,49,131,1,1,9,1,99,99,99,4,5,7,7,7,3
38,M,46,132,1,1,9,1,99,99,99,4,5,7,7,7,3
155,M,46,133,2,1,9,1,99,99,99,4,5,7,7,7,3
140,M,49,133,1,1,9,1,99,99,99,1,5,7,7,7,3
107,M,46,134,1,1,9,1,99,99,99,6,5,7,7,7,3
31,M,46,134,1,1,9,1,99,99,99,4,5,7,7,7,3
155,M,49,134,1,1,9,1,99,99,99,1,5,7,7,7,3
211,M,49,134,2,1,9,1,99,99,99,4,5,7,7,7,3
38,M,46,90,88,1,9,1,99,99,99,4,5,7,7,7,3
140,M,46,90,88,1,9,1,99,99,99,4,5,7,7,7,3
140,M,46,136,88,6,1,14,99,99,99,4,5,7,7,7,3
140,M,49,104,1,4,1,23,99,99,99,1,5,7,7,7,3
20,M,49,104,2,4,1,23,99,99,99,1,4,7,7,7,3
39,M,49,101,2,5,1,22,99,99,99,1,5,7,7,7,3
20,M,49,101,2,6,1,22,99,99,99,1,5,7,7,7,3
104,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
88,M,16,60,1,7,1,7,99,99,99,1,5,7,7,7,3
101,M,11,60,88,6,1,10,99,99,99,88,5,7,7,7,3
89,M,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
38,M,18,81,2,4,1,1,99,99,99,1,5,6,7,6,3
42,M,16,67,88,7,1,10,99,99,99,88,5,7,7,7,3
328,M,18,70,1,7,1,10,99,99,99,88,5,7,7,7,3
214,M,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
37,M,49,120,2,4,1,1,99,99,99,1,5,7,7,7,3
149,M,49,115,1,7,1,11,99,99,99,1,5,7,7,7,3
236,M,49,115,2,6,1,14,99,99,99,1,2,7,7,7,3
73,M,46,115,2,7,1,11,99,99,99,1,5,7,7,7,3
30,M,49,70,1,7,1,14,99,99,99,1,4,7,7,7,3
41,M,46,70,2,7,1,11,99,99,99,1,2,7,7,7,3
216,M,49,113,2,7,1,11,99,99,99,1,5,7,7,7,3
179,M,46,133,1,7,1,4,99,99,99,1,5,7,7,7,3
58,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
55,M,16,60,88,7,1,11,99,99,99,88,5,7,7,7,3
59,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
36,M,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
25,M,16,60,88,7,1,10,99,99,99,88,2,7,7,7,3
218,M,16,60,88,7,1,14,99,99,99,1,2,7,7,7,3
