LOTNO,PERIOD,SPEC,ELEM,SIDE,COND,FRAG,PD,AP,LM,DV,FUSE,BURN,Weathering,Gnawing,MOD,BUTCH
304,E,16,146,88,6,1,16,99,99,99,3,5,7,7,7,3
305,E,16,146,88,7,1,14,99,99,99,1,3,7,7,7,3
316,E,16,146,88,7,1,14,99,99,99,1,2,7,7,7,3
197,E,16,146,88,7,3,11,99,99,99,1,5,7,7,7,3
331,E,18,70,1,7,1,11,99,99,99,1,5,7,7,7,3
318,E,18,75,2,1,1,1,99,99,99,1,2,7,7,7,3
164,E,18,75,2,1,1,1,99,99,99,1,5,7,7,7,3
199,E,18,75,1,1,1,1,99,99,99,1,5,7,7,7,3
318,E,18,119,1,1,1,1,99,99,99,1,5,7,7,7,3
332,E,18,119,1,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,128,1,1,1,1,99,99,99,1,5,7,7,7,3
314,E,18,128,1,1,1,1,99,99,99,1,5,7,7,7,3
124,E,18,76,1,1,1,1,99,99,99,1,5,7,7,7,3
125,E,18,76,1,1,1,1,99,99,99,1,5,7,7,7,3
320,E,49,67,1,7,1,4,99,99,99,1,2,7,7,7,3
318,E,49,71,1,6,1,7,99,99,99,1,5,7,7,7,3
303,E,18,152,2,1,1,1,99,99,99,1,5,7,7,7,3
320,E,49,102,1,1,1,25,99,99,99,3,5,7,7,7,3
224,E,49,104,1,5,1,23,99,99,99,1,5,7,7,7,3
115,E,49,102,2,6,1,29,99,99,99,1,5,7,7,7,3
320,E,49,103,1,4,1,26,99,99,99,3,5,7,7,7,3
62,E,49,103,1,7,1,28,99,99,99,1,5,7,7,7,3
312,E,45,131,2,1,9,1,99,99,99,4,5,7,7,7,3
224,E,46,113,2,7,1,16,99,99,99,3,5,7,7,7,3
91,E,49,113,1,6,1,7,99,99,99,1,5,7,7,7,3
223,E,49,113,2,7,1,11,99,99,99,1,5,7,7,7,3
136,E,46,120,2,1,1,1,99,99,99,1,5,7,7,7,3
223,E,11,60,1,7,1,10,99,99,99,1,5,7,7,7,3
81,E,16,152,2,1,1,1,99,99,99,4,5,7,7,7,3
138,E,16,152,1,1,1,1,99,99,99,4,5,7,7,7,3
160,E,16,151,1,1,1,1,99,99,99,4,5,7,7,7,3
72,E,16,151,1,6,1,11,99,99,99,1,3,7,7,7,3
135,E,18,120,2,2,3,9,99,99,99,12,3,7,7,7,3
206,E,18,113,2,7,1,4,99,99,99,1,5,6,7,6,3
69,E,46,71,2,7,2,4,99,99,99,1,1,7,7,7,3
137,E,18,71,1,1,1,16,99,99,99,3,5,7,7,7,3
197,E,49,67,2,7,3,14,99,99,99,1,5,7,7,7,3
115,E,49,67,1,6,3,14,99,99,99,1,5,7,7,7,3
91,E,49,72,1,4,1,7,99,99,99,1,5,7,7,7,3
122,E,18,72,1,1,1,2,99,99,99,3,5,7,7,7,3
124,E,46,70,1,4,1,7,99,99,99,1,5,7,7,7,3
185,E,46,70,1,7,1,4,99,99,99,1,5,7,7,7,3
122,E,49,70,1,7,1,14,99,99,99,1,2,7,7,7,3
124,E,49,115,1,6,1,7,99,99,99,1,5,7,7,7,3
138,E,46,115,2,7,1,4,99,99,99,1,2,7,7,7,3
333,E,46,67,2,7,1,11,99,99,99,1,5,7,7,7,3
208,E,18,33,1,1,1,99,99,99,99,1,5,7,7,7,3
206,E,18,54,3,4,1,99,99,99,1,1,5,7,7,7,3
136,E,18,52,3,7,2,99,99,99,2,1,2,7,7,7,3
122,E,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
223,E,16,58,3,5,1,99,99,99,11,3,5,7,7,7,3
324,E,46,60,1,7,1,7,99,99,99,1,5,7,7,7,3
319,E,18,120,2,1,1,1,99,99,99,4,5,7,7,7,3
319,E,18,152,2,1,1,1,99,99,99,4,5,7,7,7,3
324,E,18,152,1,7,1,4,99,99,99,1,5,7,7,7,3
320,E,18,72,1,6,1,7,99,99,99,1,5,7,7,7,3
304,E,46,115,1,7,1,14,99,99,99,1,5,7,7,7,3
319,E,49,115,2,7,1,14,99,99,99,1,5,7,7,7,3
305,E,18,71,2,7,2,14,99,99,99,1,5,7,7,7,3
315,E,16,135,88,7,1,14,99,99,99,1,5,7,7,7,3
320,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
319,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
304,E,18,53,3,5,1,99,99,99,1,1,5,7,7,7,3
185,E,16,60,1,7,1,7,99,99,99,1,5,7,7,7,3
206,E,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
205,E,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
185,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
221,E,46,67,2,6,1,14,99,99,99,1,5,7,7,7,3
317,E,18,75,1,1,1,1,99,99,99,1,5,7,7,7,3
126,E,49,113,1,6,1,6,99,99,99,88,5,7,7,7,3
220,E,49,113,2,7,1,14,99,99,99,1,5,7,7,7,3
64,E,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
335,E,49,60,1,6,1,7,99,99,99,1,5,7,7,7,3
162,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
201,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
185,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
320,E,16,60,88,7,2,10,99,99,99,88,5,7,7,7,3
330,E,46,70,2,6,1,14,99,99,99,1,5,7,7,7,3
319,E,49,70,2,6,3,7,99,99,99,1,5,7,7,7,3
163,E,46,70,2,7,1,11,99,99,99,1,2,7,7,7,3
90,E,49,113,1,5,1,10,99,99,99,88,5,7,7,7,3
123,E,49,113,2,7,1,14,99,99,99,1,5,7,7,7,3
303,E,49,113,1,6,1,7,99,99,99,1,5,7,7,7,3
295,E,46,72,2,6,1,7,99,99,99,1,5,7,7,7,3
313,E,46,51,3,1,1,99,99,99,1,1,5,7,7,7,3
315,E,18,102,1,5,2,30,99,99,99,3,5,7,7,7,3
318,E,18,102,1,5,1,30,99,99,99,3,5,7,7,7,3
318,E,18,107,2,6,1,34,99,99,99,1,5,7,7,7,3
206,E,18,111,2,8,1,32,99,99,99,1,5,7,7,7,1
315,E,18,107,1,4,1,34,99,99,99,1,5,7,7,7,3
137,E,18,67,1,7,1,5,99,99,99,3,5,7,7,7,3
312,E,18,135,1,7,1,4,99,99,99,1,5,7,7,7,3
332,E,18,152,1,6,1,4,99,99,99,1,2,7,7,7,3
334,E,18,113,1,6,1,7,99,99,99,1,5,7,7,7,1
312,E,18,52,3,4,1,99,99,99,1,3,5,7,7,7,3
305,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
318,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
185,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
114,E,16,60,88,7,1,14,99,99,99,88,5,7,7,7,3
318,E,16,60,88,7,1,10,99,99,99,88,2,7,7,7,3
204,E,18,151,2,1,1,1,99,99,99,1,5,7,7,7,3
306,E,18,71,1,1,1,16,99,99,99,3,2,7,7,7,3
78,E,46,120,2,1,1,1,99,99,99,1,5,7,7,7,3
70,E,49,70,1,6,1,14,99,99,99,1,5,7,7,7,3
64,E,49,70,1,6,1,7,99,99,99,1,5,7,7,7,3
63,E,49,70,2,1,1,2,99,99,99,3,3,7,7,7,3
207,E,49,104,2,5,1,23,99,99,99,1,5,7,7,7,3
318,E,18,113,1,7,1,10,99,99,99,88,5,7,7,7,3
163,E,18,71,1,5,1,16,99,99,99,3,3,7,7,7,3
125,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
136,E,46,53,3,1,1,99,99,99,1,1,5,7,7,7,3
161,E,16,146,88,7,1,10,99,99,99,88,5,7,7,7,3
315,E,16,146,88,7,1,10,99,99,99,88,5,7,7,7,3
161,E,16,135,88,7,1,12,99,99,99,3,5,7,7,7,3
162,E,16,146,88,6,1,16,99,99,99,3,2,7,7,7,3
61,E,16,153,2,1,1,5,99,99,99,3,5,7,7,7,3
325,E,18,152,2,1,1,2,99,99,99,3,5,7,7,7,3
224,E,18,150,88,1,1,1,99,99,99,1,2,7,7,7,3
165,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
206,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
69,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
138,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
315,E,16,147,88,7,1,16,99,99,99,3,2,7,7,7,3
163,E,18,120,2,7,1,11,99,99,99,1,3,7,7,7,3
306,E,16,67,3,7,1,10,99,99,99,88,5,7,7,7,3
205,E,71,54,99,1,9,99,1,1,1,4,1,7,7,7,3
135,E,71,54,99,1,9,99,1,1,1,4,5,7,7,7,3
135,E,71,54,99,1,9,99,1,1,1,4,5,7,7,7,3
318,E,16,53,3,7,1,99,99,99,8,1,2,7,7,7,3
221,E,16,64,3,7,1,99,99,99,99,1,5,7,7,7,3
319,E,18,50,3,7,1,99,99,99,2,1,5,7,7,7,3
135,E,16,60,88,7,1,10,99,99,99,88,2,7,7,7,3
185,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
118,E,46,53,3,1,1,99,99,99,1,1,5,7,7,7,3
126,E,46,52,3,1,1,99,99,99,1,1,5,7,7,7,3
139,E,46,54,3,7,3,99,99,99,5,99,5,7,7,7,3
118,E,46,53,3,5,1,99,99,99,1,1,5,7,7,7,3
206,E,49,54,3,3,1,99,99,99,1,3,5,7,7,7,3
78,E,46,119,2,1,1,1,99,99,99,1,5,7,7,7,3
195,E,45,56,99,3,1,99,4,3,1,3,5,7,7,7,3
221,E,18,21,2,3,1,99,99,99,99,1,5,7,7,7,3
70,E,46,101,1,1,1,1,99,99,99,3,5,7,7,7,3
71,E,46,103,1,6,1,28,99,99,99,88,5,7,7,7,3
221,E,46,70,1,7,1,11,99,99,99,1,5,7,7,7,3
308,E,46,71,88,6,1,12,99,99,99,3,5,7,7,7,3
331,E,18,38,88,7,1,99,99,99,99,88,4,7,7,7,3
315,E,18,23,1,4,1,99,99,99,99,1,5,7,7,7,3
221,E,18,114,1,3,2,1,99,99,99,1,5,7,7,7,3
196,E,16,26,1,6,2,99,99,99,99,3,5,7,7,7,3
325,E,16,26,2,6,1,99,99,99,99,2,5,7,7,7,3
164,E,16,26,2,7,1,99,99,99,99,2,5,7,7,7,3
114,E,16,38,1,7,1,99,99,99,99,1,5,7,7,7,3
61,E,45,13,99,3,1,99,99,99,99,99,5,7,7,7,NA
63,E,47,17,88,5,1,99,99,99,99,99,5,7,7,7,NA
306,E,49,25,88,7,1,99,99,99,99,99,5,7,7,7,NA
165,E,47,43,88,6,1,99,99,99,99,99,5,7,7,7,NA
81,E,44,9,2,5,1,99,99,99,99,99,5,7,7,7,NA
125,E,47,9,2,6,1,99,99,99,99,99,5,7,7,7,NA
184,E,44,60,88,6,1,10,99,99,99,88,5,7,7,7,NA
324,E,44,60,88,6,1,10,99,99,99,88,5,7,7,7,NA
90,E,44,60,88,5,1,10,99,99,99,88,5,7,7,7,NA
82,E,3,62,88,8,1,10,99,99,99,99,5,7,7,7,3
305,E,16,152,1,6,1,7,99,99,99,1,2,7,7,7,3
320,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
314,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
208,E,18,113,1,7,1,13,99,99,99,88,5,7,7,7,3
318,E,18,153,2,5,1,7,99,99,99,1,5,7,7,7,3
63,E,18,71,2,7,1,4,99,99,99,1,5,7,7,7,3
223,E,16,38,88,7,1,99,99,99,99,88,5,7,7,7,3
117,E,16,60,88,7,1,10,99,99,99,88,1,7,7,7,3
161,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
304,E,49,54,3,7,1,99,99,99,2,3,5,7,7,7,3
312,E,46,53,3,4,1,99,99,99,1,2,5,7,7,7,3
316,E,46,54,3,6,1,99,99,99,2,1,5,7,7,7,3
118,E,46,54,3,1,1,99,99,99,1,1,5,7,7,7,3
91,E,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
82,E,49,39,1,5,3,99,99,99,99,1,5,7,7,7,3
126,E,49,42,1,7,1,99,99,99,99,1,5,7,7,7,3
326,E,49,37,2,7,1,99,99,99,99,1,5,7,7,7,3
324,E,49,37,2,7,1,99,99,99,99,1,5,7,7,7,3
78,E,49,42,1,7,1,99,99,99,99,1,5,7,7,7,3
331,E,46,39,1,5,1,99,99,99,99,1,5,7,7,7,3
312,E,44,24,88,5,1,99,99,99,99,99,5,7,7,7,NA
198,E,44,17,88,5,1,99,99,99,99,99,5,7,7,7,NA
320,E,45,27,2,5,1,99,99,99,99,99,5,7,7,7,NA
319,E,47,18,88,5,1,99,99,99,99,99,5,7,7,7,NA
219,E,47,113,1,7,1,7,99,99,99,2,5,7,7,7,NA
205,E,47,103,88,6,1,99,99,99,99,3,5,7,7,7,NA
115,E,47,54,99,6,1,99,4,3,9,88,5,7,7,7,NA
334,E,2,115,1,7,1,6,99,99,99,88,5,7,7,7,3
223,E,2,38,88,7,1,99,99,99,99,88,5,7,7,7,3
313,E,2,43,88,7,2,99,99,99,88,88,5,7,7,7,3
223,E,2,43,88,7,1,99,99,99,99,88,1,7,7,7,3
324,E,2,43,88,7,1,99,99,99,99,88,5,7,7,7,3
207,E,2,146,88,7,1,10,99,99,99,88,5,7,7,1,1
69,E,2,800,88,7,1,10,99,99,99,88,5,7,7,1,1
163,E,2,800,88,7,1,10,99,99,99,88,2,7,7,1,1
208,E,2,60,88,7,1,10,99,99,99,88,5,7,7,7,1
195,E,301,800,88,6,1,10,99,99,99,88,5,7,3,3,1
309,E,1,888,88,7,1,99,99,99,99,88,3,7,7,1,1
319,E,80,115,2,6,1,5,99,99,99,3,5,7,7,7,3
69,E,80,999,88,6,1,99,99,99,99,99,5,7,7,7,3
320,E,80,113,88,7,1,16,99,99,99,3,5,7,7,7,3
309,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
304,E,3,54,3,7,1,99,99,99,10,3,5,7,7,7,3
62,E,49,38,1,7,1,99,99,99,99,99,5,7,7,7,3
72,E,4,43,88,7,1,99,99,99,99,88,5,7,7,7,3
64,E,46,115,1,7,1,4,99,99,99,1,5,7,7,7,3
320,E,2,160,88,7,1,99,99,99,99,88,5,7,7,7,3
330,E,160,84,2,1,1,1,99,99,99,1,5,7,7,7,3
219,E,63,101,1,1,1,22,99,99,99,1,5,7,7,7,3
78,E,63,101,1,6,1,22,99,99,99,1,5,7,7,7,3
114,E,61,104,1,6,1,23,99,99,99,1,5,7,7,7,3
332,E,66,102,1,6,1,29,99,99,99,1,5,7,7,7,3
224,E,57,35,1,5,1,99,99,99,99,1,5,7,7,7,3
165,E,57,35,1,6,1,99,99,99,99,1,5,7,7,7,3
326,E,3,60,88,6,1,14,99,99,99,88,5,7,7,7,3
81,E,3,60,1,4,1,3,99,99,99,88,5,7,7,7,3
116,E,16,111,2,7,1,10,99,99,99,1,5,7,7,7,3
224,E,46,120,2,6,1,5,99,99,99,3,5,7,7,7,3
320,E,16,72,2,7,1,6,99,99,99,1,2,7,7,7,3
205,E,16,81,2,6,1,88,99,99,99,1,3,7,7,7,3
314,E,40,151,2,1,1,1,99,99,99,1,5,7,7,7,3
184,E,40,56,3,1,1,99,99,99,99,1,5,7,7,7,3
123,E,182,72,2,7,1,11,99,99,99,1,5,7,7,7,3
207,E,182,69,88,5,1,7,99,99,99,88,5,7,7,7,3
206,E,81,117,2,7,1,11,99,99,99,1,5,7,7,7,3
224,E,16,146,88,7,1,4,99,99,99,1,5,7,7,7,3
83,E,3,55,3,7,1,99,99,99,1,1,5,7,7,7,3
331,E,3,55,3,7,1,99,99,99,1,3,5,7,7,7,3
314,E,2,57,3,7,1,99,99,99,2,1,2,7,7,7,3
332,E,3,53,3,7,1,99,99,99,10,3,5,7,7,7,3
325,E,2,43,88,7,1,99,99,99,99,88,5,7,7,7,3
315,E,2,43,88,7,1,99,99,99,99,88,5,7,7,7,3
205,E,3,60,3,6,2,10,99,99,99,88,5,7,7,7,3
206,E,2,60,3,6,1,10,99,99,99,88,5,7,7,7,3
316,E,49,70,1,5,1,6,99,99,99,88,5,7,7,7,3
122,E,182,151,88,6,1,15,99,99,99,1,5,7,7,7,3
318,E,101,59,3,1,1,99,99,99,1,1,5,7,7,7,3
297,E,80,53,3,2,1,99,99,99,1,2,5,7,7,7,3
221,E,80,54,3,2,1,99,99,99,1,1,5,7,7,7,3
295,E,81,71,2,1,1,1,99,99,99,1,5,7,7,7,3
71,E,81,84,1,1,1,1,99,99,99,1,5,7,7,7,3
160,E,66,113,1,5,1,7,99,99,99,1,5,7,7,7,3
313,E,61,113,1,2,1,8,99,99,99,6,5,7,7,7,3
327,E,61,113,1,1,1,1,99,99,99,4,5,7,7,7,3
303,E,57,35,2,5,1,99,99,99,99,1,5,7,7,7,3
314,E,57,35,1,6,1,99,99,99,99,2,5,7,7,7,3
319,E,50,33,1,7,1,99,99,99,99,1,5,7,7,7,3
331,E,52,33,1,1,1,99,99,99,99,1,5,7,7,7,3
305,E,16,163,88,6,1,99,99,99,99,88,5,7,7,7,3
303,E,16,163,88,1,1,99,99,99,99,3,5,7,7,7,3
184,E,16,166,88,5,1,99,99,99,99,1,5,7,7,7,3
138,E,16,162,88,5,1,99,99,99,99,1,5,7,7,7,3
123,E,111,71,1,1,1,1,99,99,99,1,5,7,7,7,3
117,E,301,66,3,6,1,99,99,99,2,1,5,7,7,7,3
320,E,182,67,1,7,1,7,99,99,99,1,5,7,7,7,3
136,E,303,66,3,6,1,99,99,99,2,1,5,7,7,7,3
118,E,301,60,2,7,1,7,99,99,99,1,5,7,7,7,3
162,E,2,57,3,7,1,99,99,99,10,1,5,7,7,7,3
332,E,16,119,2,7,1,7,99,99,99,1,4,7,7,7,3
224,E,2,56,3,6,1,99,99,99,2,3,5,7,7,7,3
160,E,49,103,2,7,1,28,99,99,99,1,5,7,7,7,3
182,E,81,95,1,1,1,1,99,99,99,1,5,7,7,7,3
312,E,52,26,2,6,1,99,99,99,99,1,5,7,7,7,3
117,E,80,13,88,7,1,99,99,99,99,88,5,7,7,7,3
160,E,57,26,2,6,1,99,99,99,99,1,5,7,7,7,3
83,E,66,39,2,6,1,99,99,99,99,1,5,7,7,7,3
71,E,80,43,88,7,1,99,99,99,99,99,5,7,7,7,3
223,E,80,43,88,7,1,99,99,99,99,99,5,7,7,7,3
163,E,46,52,3,7,1,99,99,99,5,1,5,7,7,7,3
160,E,2,52,3,7,1,99,99,99,5,99,2,7,7,7,3
221,E,3,67,2,6,1,13,99,99,99,99,5,7,7,7,3
185,E,3,82,88,4,1,1,99,99,99,1,5,7,7,7,3
224,E,80,43,88,7,1,99,99,99,99,99,5,7,7,7,3
314,E,80,21,88,7,1,99,99,99,99,99,5,7,7,7,3
72,E,49,27,3,7,1,99,99,99,99,1,5,7,7,7,3
135,E,46,27,1,7,1,99,99,99,99,1,5,7,7,7,3
312,E,57,30,3,6,1,99,99,99,99,1,5,7,7,7,3
114,E,80,60,1,1,1,1,99,99,99,1,5,7,7,7,3
223,E,303,66,3,7,1,99,99,99,99,1,5,7,7,7,3
90,E,3,111,1,7,1,32,99,99,99,1,5,7,7,7,3
163,E,2,102,2,7,1,30,99,99,99,1,2,7,7,7,3
35,M,49,35,2,7,1,99,99,99,99,1,4,7,7,7,3
67,M,47,54,99,5,1,99,2,3,1,3,5,7,7,7,NA
394,N/A,45,131,1,7,1,7,99,99,99,1,5,7,7,7,3
506,N/A,49,133,2,1,9,1,99,99,99,4,5,7,7,7,3
258,N/A,16,103,88,7,1,28,99,99,99,1,5,7,7,7,3
381,N/A,47,25,88,7,1,99,99,99,99,99,5,7,7,7,NA
381,N/A,47,43,88,7,1,99,99,99,99,99,5,7,7,7,NA
476,N/A,45,53,99,6,1,99,1,3,2,12,5,7,7,7,NA
253,N/A,16,166,88,1,1,99,99,99,99,1,5,7,7,7,3
319,E,16,146,88,1,1,16,99,99,99,3,5,7,7,7,3
223,E,16,146,88,1,1,16,99,99,99,3,5,7,7,7,3
185,E,16,146,88,1,1,16,99,99,99,3,5,7,7,7,3
114,E,16,146,88,6,1,16,99,99,99,3,2,7,7,7,3
305,E,16,146,88,6,1,16,99,99,99,3,5,7,7,7,3
320,E,16,146,88,6,1,16,99,99,99,3,5,7,7,7,3
320,E,16,146,88,6,1,16,99,99,99,3,5,7,7,7,3
319,E,16,146,88,7,2,14,99,99,99,1,5,7,7,7,3
318,E,16,146,88,7,1,11,99,99,99,1,2,7,7,7,3
316,E,16,146,88,7,3,11,99,99,99,1,2,7,7,7,3
318,E,16,146,88,7,2,14,99,99,99,1,2,7,7,7,3
318,E,16,146,88,7,1,11,99,99,99,1,3,7,7,7,3
332,E,16,146,88,7,3,11,99,99,99,1,5,7,7,7,3
138,E,16,146,88,7,1,11,99,99,99,1,5,7,7,7,3
125,E,16,146,88,7,1,11,99,99,99,1,2,7,7,7,3
138,E,16,72,2,7,1,14,99,99,99,2,5,7,7,7,3
319,E,18,70,1,6,1,14,99,99,99,1,5,7,7,7,3
320,E,18,70,1,7,1,14,99,99,99,1,5,7,7,7,3
315,E,18,70,1,6,1,7,99,99,99,1,5,7,7,7,3
331,E,18,79,2,6,2,88,99,99,99,1,5,7,7,7,3
318,E,18,79,2,1,1,1,99,99,99,1,5,7,7,7,3
331,E,18,79,1,1,1,1,99,99,99,1,5,7,7,7,3
223,E,18,79,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,18,79,1,1,1,1,99,99,99,1,2,7,7,7,3
332,E,18,79,1,1,1,1,99,99,99,1,5,7,7,7,3
324,E,18,79,1,6,2,88,99,99,99,1,5,7,7,7,3
223,E,18,75,2,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,75,2,1,1,1,99,99,99,1,5,7,7,7,3
185,E,18,75,2,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,75,1,1,1,1,99,99,99,1,2,7,7,7,3
324,E,18,75,1,1,1,1,99,99,99,1,5,7,7,7,3
315,E,18,75,1,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,75,1,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,75,1,1,1,1,99,99,99,1,5,7,7,7,3
207,E,18,74,2,1,1,1,99,99,99,1,3,7,7,7,3
206,E,18,74,2,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,74,2,1,1,1,99,99,99,1,5,7,7,7,3
324,E,18,74,1,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,74,1,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,74,1,1,1,1,99,99,99,1,5,7,7,7,3
318,E,18,115,1,7,1,14,99,99,99,1,5,7,7,7,3
318,E,18,115,1,1,1,16,99,99,99,3,5,7,7,7,3
319,E,18,115,1,1,3,16,99,99,99,3,5,7,7,7,3
318,E,18,115,2,7,1,14,99,99,99,1,5,7,7,7,3
319,E,18,115,2,1,1,16,99,99,99,3,5,7,7,7,3
320,E,18,115,2,7,1,14,99,99,99,1,5,7,7,7,3
318,E,18,115,2,7,1,14,99,99,99,1,5,7,7,7,3
318,E,18,120,1,2,1,15,99,99,99,10,5,7,7,7,3
314,E,18,151,2,1,1,1,99,99,99,1,5,7,7,7,3
332,E,18,151,2,1,1,1,99,99,99,1,5,7,7,7,3
332,E,18,151,1,1,1,1,99,99,99,1,5,7,7,7,3
331,E,18,151,1,6,1,7,99,99,99,1,5,7,7,7,3
319,E,18,119,2,1,1,1,99,99,99,1,5,7,7,7,3
313,E,18,119,2,1,1,1,99,99,99,1,5,7,7,7,3
304,E,18,119,2,1,1,1,99,99,99,1,5,7,7,7,3
314,E,18,119,2,1,1,1,99,99,99,1,3,7,7,7,3
318,E,18,119,2,1,1,1,99,99,99,1,5,7,7,7,3
185,E,18,119,1,1,1,1,99,99,99,1,5,7,7,7,3
319,E,18,126,2,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,126,2,1,1,1,99,99,99,1,5,7,7,7,3
316,E,18,126,2,4,1,88,99,99,99,1,5,7,7,7,3
224,E,18,126,2,1,1,1,99,99,99,1,5,7,7,7,3
316,E,18,126,1,1,1,1,99,99,99,1,5,7,7,7,3
332,E,18,126,1,1,1,1,99,99,99,1,5,7,7,7,3
332,E,18,126,1,1,1,1,99,99,99,1,5,7,7,7,3
160,E,18,126,1,1,1,1,99,99,99,1,5,7,7,7,3
305,E,18,128,1,1,1,1,99,99,99,1,5,7,7,7,3
163,E,18,128,1,1,1,1,99,99,99,1,5,7,7,7,3
114,E,18,128,1,1,1,1,99,99,99,1,5,7,7,7,3
136,E,18,128,1,1,1,1,99,99,99,1,5,7,7,7,3
115,E,18,71,1,1,1,1,99,99,99,1,5,7,7,7,3
304,E,18,77,2,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,77,2,1,1,1,99,99,99,1,5,7,7,7,3
138,E,18,77,2,1,1,1,99,99,99,1,5,7,7,7,3
318,E,18,77,2,1,1,1,99,99,99,1,5,7,7,7,3
125,E,18,128,2,1,1,1,99,99,99,1,5,7,7,7,3
319,E,18,128,2,1,1,1,99,99,99,1,5,7,7,7,3
316,E,18,128,2,1,1,1,99,99,99,1,5,7,7,7,3
319,E,18,128,2,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,128,2,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,128,2,1,1,1,99,99,99,1,2,7,7,7,3
318,E,18,81,1,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,81,1,1,1,1,99,99,99,1,5,7,7,7,3
331,E,18,76,2,1,1,1,99,99,99,1,2,7,7,7,3
324,E,18,76,1,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,76,1,1,1,1,99,99,99,1,5,7,7,7,3
163,E,49,113,1,6,1,7,99,99,99,1,5,7,7,7,3
313,E,49,113,1,7,1,4,99,99,99,1,3,7,7,7,3
318,E,49,55,3,3,1,99,99,99,1,1,5,7,7,7,3
312,E,49,55,3,4,3,99,99,99,1,1,5,7,7,7,3
334,E,49,55,3,4,1,99,99,99,1,1,5,7,7,7,3
163,E,18,115,2,7,1,11,99,99,99,1,5,7,7,7,3
319,E,18,115,2,6,1,7,99,99,99,2,5,7,7,7,3
318,E,18,115,2,6,1,7,99,99,99,1,5,7,7,7,3
320,E,18,113,2,7,1,11,99,99,99,1,5,7,7,7,1
331,E,49,113,1,7,1,4,99,99,99,1,5,7,7,7,3
312,E,46,67,1,5,1,14,99,99,99,1,5,7,7,7,3
163,E,46,67,2,7,1,11,99,99,99,1,1,7,7,7,3
320,E,46,67,2,7,1,14,99,99,99,1,2,7,7,7,3
312,E,49,67,1,7,1,4,99,99,99,1,5,7,7,7,3
331,E,46,67,2,6,1,15,99,99,99,3,5,7,7,7,3
123,E,46,67,1,7,1,14,99,99,99,1,5,7,7,7,3
320,E,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
315,E,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
313,E,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
313,E,49,67,2,7,1,14,99,99,99,1,5,7,7,7,3
320,E,49,67,2,7,1,14,99,99,99,1,2,7,7,7,3
332,E,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
314,E,49,67,2,7,1,14,99,99,99,1,5,7,7,7,3
327,E,46,71,2,7,2,7,99,99,99,1,2,7,7,7,3
318,E,46,71,1,6,1,7,99,99,99,1,5,7,7,7,3
314,E,49,71,1,6,1,7,99,99,99,1,5,7,7,7,3
163,E,49,72,2,6,1,7,99,99,99,1,5,7,7,7,3
331,E,49,72,1,7,1,6,99,99,99,1,5,7,7,7,3
312,E,46,120,2,1,1,1,99,99,99,1,5,7,7,7,3
