ID,Lot,Period,Species,Elem,Side,Con,Frag,Prox,Ant,Lat,Dor,Fus,Burn,Weathering,Gnawing,Mod,Butch,Weight (gm),Comment
5061,27,L,14,72,2,6,1,5,1,1,99,3,5,7,7,7,NA,14.6,NA
10913,957,L,18,151,2,1,9,1,1,1,99,1,5,7,7,7,NA,NA,NA
49,30,E,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
1825,1004,E,6,62,2,1,9,1,9,NA,99,1,5,7,7,7,NA,NA,NA
575,32,E,6,150,88,1,9,1,9,NA,99,1,5,7,7,7,NA,NA,NA
637,42,UNK,6,75,1,1,3,1,9,NA,99,1,5,7,7,7,NA,NA,NA
2963,10,I,160,72,1,1,9,1,9,NA,99,4,5,7,7,7,3,NA,NA
15273,49,UNK,6,152,1,1,9,1,99,99,99,1,5,7,7,7,NA,NA,NA
15726,180,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
6477,294,L,47,71,1,1,9,1,1,1,99,1,5,7,7,7,NA,0.4,NA
15720,168,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15724,172,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15641,294,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15822,182,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15647,619,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15685,442,I,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
8364,940,L,47,72,2,1,9,1,1,1,99,1,5,7,7,7,NA,0.4,NA
6574,608,L,47,72,2,1,9,1,1,1,99,1,5,7,7,7,NA,NA,NA
9113,809,L,47,70,2,1,9,1,1,1,99,1,5,7,7,7,NA,0.9,NA
9112,862,L,47,70,2,1,9,1,1,1,99,1,5,7,7,7,NA,0.8,NA
5566,282,L,47,70,2,1,9,1,1,1,99,1,5,7,7,7,NA,1,NA
6487,297,L,47,71,2,1,9,1,1,1,99,1,5,7,7,7,NA,0.3,NA
5933,227,E,18,95,1,1,9,1,9,9,99,1,5,7,7,7,NA,7.2,NA
10930,958,L,18,151,1,1,9,1,1,1,NA,1,5,7,7,7,NA,NA,NA
3860,726,L,79,17,2,4,4,99,9,NA,99,1,5,7,7,7,3,NA,NA
6401,522,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,7.3,NA
75,25,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
138,23,L,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
96,225,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
7358,1010,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,6.3,NA
7359,1010,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,7.7,NA
77,23,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
13357,57,UNK,45,115,1,1,9,16,9,9,99,3,5,7,7,7,NA,NA,NA
38,28,E,45,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
76,24,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
5481,236,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,7.5,NA
6397,239,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,8.2,NA
74,23,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
6398,503,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,5.7,NA
117,23,L,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
5479,508,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,8.9,NA
6399,519,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,6,NA
73,236,E,16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15200,863,I,47,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,0.2,NA
6396,646,E,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,7.3,NA
6141,166,L,18,115,1,1,9,16,9,9,99,3,5,7,7,7,NA,4.3,NA
83,32,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
197,20,I,45,60,NA,NA,NA,10,9,NA,99,88,5,7,7,7,NA,0.6,NA
11033,51,UNK,18,113,1,1,9,2,1,1,99,3,5,7,7,7,NA,NA,NA
89,228,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
136,228,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
110,28,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
39,516,E,45,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
12125,928,L,49,120,1,1,9,1,9,9,99,1,5,7,7,7,NA,NA,NA
15236,834,L,16,166,99,1,1,99,NA,NA,NA,NA,NA,7,7,NA,NA,0.3,NA
15800,612,L,45,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
15197,710,L,44,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
12116,284,L,49,120,1,1,9,1,9,9,99,1,5,7,7,7,NA,NA,NA
135,502,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
37,246,E,16,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
12112,941,L,49,120,1,1,9,1,9,9,99,1,5,7,7,7,NA,NA,NA
13992,743,L,49,91,1,1,9,1,9,9,99,1,5,7,7,7,NA,NA,NA
3153,440,I,81,117,1,7,1,14,9,NA,99,1,3,7,7,7,3,NA,NA
6178,174,L,47,115,1,4,1,2,3,1,99,3,3,7,7,7,NA,0.4,NA
5723,441,I,47,70,1,4,1,14,1,1,99,1,3,7,7,7,NA,0.7,NA
56,23,L,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
51,23,L,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15192,1004,E,53,72,9,4,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15680,126,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
106,247,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
71,240,E,16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
10434,18,I,16,146,88,1,9,16,9,9,99,3,5,7,7,7,NA,NA,NA
3891,844,L,81,66,2,7,8,99,9,NA,99,88,5,7,7,7,3,NA,NA
15618,451,I,47,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
11324,828,L,46,115,2,1,9,2,9,9,99,3,5,7,7,7,NA,NA,NA
13034,498,I,49,102,1,1,9,1,1,9,99,1,5,7,7,7,NA,NA,NA
132,227,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
79,23,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
116,28,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15617,441,I,47,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
15214,723,L,47,164,6,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
6786,612,L,45,113,1,1,9,16,1,1,99,3,5,7,7,7,NA,1.2,NA
125,32,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
10576,281,L,16,72,2,7,9,2,9,9,99,3,5,7,7,7,NA,NA,NA
15743,461,I,45,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.6,NA
15755,127,I,47,50,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.3,NA
12026,22,L,49,115,2,4,1,14,9,9,99,1,5,7,7,7,NA,NA,NA
13031,4,L,49,101,1,1,9,1,1,1,99,2,5,7,7,7,NA,NA,NA
59,24,L,45,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
55,24,L,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15635,441,I,47,51,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
86,32,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
93,24,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15613,433,I,47,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
12317,458,I,45,60,2,1,9,1,1,1,99,1,5,9,9,9,NA,0.3,NA
15520,115,L,47,54,99,1,9,99,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
87,227,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
1609,264,L,16,152,2,1,9,1,9,NA,99,1,5,7,7,7,NA,NA,NA
15798,312,UNK,9,53,99,7,1,NA,NA,NA,NA,1,5,7,7,7,NA,54.8,NA
92,225,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
8207,734,L,18,113,2,1,9,2,1,1,99,3,5,7,7,7,NA,4.5,NA
8077,745,L,47,113,2,1,9,16,1,1,99,3,5,7,7,7,NA,0.2,NA
129,23,L,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
9333,1217,I,11,60,88,7,1,10,1,1,99,88,3,7,7,7,NA,5,NA
6726,411,I,47,113,1,1,9,16,1,1,99,3,5,7,7,7,NA,0.2,NA
128,502,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
11593,438,I,47,101,1,1,9,1,1,1,99,1,5,7,7,7,NA,1.1,NA
12073,18,I,47,70,2,1,9,1,9,9,99,1,5,7,7,7,NA,NA,NA
11161,20,I,18,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,7.9,NA
15612,439,I,47,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
629,17,I,6,81,1,1,9,1,9,NA,99,1,5,7,7,7,NA,NA,NA
15690,442,I,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
9943,485,I,18,128,2,1,9,1,9,9,99,1,5,7,7,7,NA,1.5,NA
15637,432,I,47,51,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
286,454,I,6,107,1,5,3,1,9,NA,99,2,5,7,7,7,NA,NA,NA
6186,404,I,45,115,1,7,1,4,1,1,99,1,5,7,7,7,NA,0.6,NA
8519,441,I,45,136,1,1,9,1,1,1,99,1,5,7,7,7,NA,0.6,NA
7802,870,I,45,91,1,1,9,1,1,1,99,1,5,7,7,7,NA,0.6,NA
7889,417,I,18,153,2,1,9,1,1,1,99,99,2,7,7,7,NA,1.7,NA
8605,849,L,47,120,1,1,9,1,1,1,99,1,5,7,7,7,NA,0.3,NA
7883,412,I,18,153,1,1,9,1,1,1,99,99,2,7,7,7,NA,1.8,NA
15673,613,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
9900,726,L,18,114,2,1,9,1,1,1,99,1,5,7,7,7,NA,6.9,NA
6938,464,I,16,122,1,1,9,1,1,1,99,1,5,7,7,7,NA,0.4,NA
11454,1200,I,47,71,2,1,9,1,1,1,99,1,5,7,7,7,NA,NA,NA
8580,497,I,47,120,2,1,9,1,1,1,99,1,5,7,7,7,NA,0.3,NA
8287,832,L,47,115,2,5,3,14,1,3,99,1,5,7,7,7,NA,1.1,NA
8586,482,I,47,120,2,1,9,1,1,1,99,1,5,7,7,7,NA,0.3,NA
6812,279,L,47,115,2,1,9,2,1,1,99,3,5,7,7,7,NA,0.2,NA
15599,268,L,45,54,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
12071,895,I,47,70,2,1,9,1,9,9,99,1,5,7,7,7,NA,NA,NA
15643,207,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
13708,14,I,47,70,1,7,1,11,9,9,99,1,5,7,7,7,NA,NA,NA
15627,168,L,47,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15991,443,I,45,54,99,5,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
8473,722,L,47,136,1,1,9,1,1,1,99,1,5,7,7,7,NA,0.2,NA
15675,126,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15640,297,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15681,128,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
9419,850,L,45,70,1,1,9,2,1,3,99,3,5,7,7,7,NA,0.2,NA
9903,832,L,18,114,2,1,9,1,1,1,99,1,5,7,7,7,NA,5.7,NA
15823,293,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15793,297,L,47,52,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
7075,118,L,40,151,1,1,9,1,1,1,99,1,5,7,7,7,NA,0.7,NA
15621,291,L,47,52,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15717,212,L,47,52,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
8073,854,L,47,113,1,1,9,16,1,1,99,3,5,7,7,7,NA,0.2,NA
7554,733,L,47,103,1,1,9,1,1,1,99,3,5,7,7,7,NA,0.2,NA
15642,268,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15619,163,L,47,52,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15611,6,L,47,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15215,835,L,45,146,88,6,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,0.1,NA
15622,133,L,47,52,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
65,25,L,47,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15749,166,L,47,50,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.3,NA
15753,162,L,47,50,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
84,25,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
13358,7,L,47,115,2,1,9,2,9,9,99,3,5,7,7,7,NA,NA,NA
15628,264,L,45,51,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.6,NA
15791,166,L,47,52,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15776,619,L,45,51,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
15676,180,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15615,272,L,47,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
11135,6,L,18,153,2,1,9,1,9,9,99,1,5,7,7,7,NA,NA,NA
10483,722,L,18,58,99,1,9,99,5,1,11,3,5,7,7,7,NA,0.5,NA
10318,958,L,18,153,1,1,9,1,1,1,NA,1,5,7,7,7,NA,NA,NA
124,24,L,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
126,25,L,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
122,25,L,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15957,170,L,47,54,99,5,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
15709,121,L,45,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
53,27,L,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15569,608,L,47,54,99,5,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15953,166,L,47,54,99,5,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
15549,284,L,47,54,99,4,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.3,NA
47,25,L,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
112,23,L,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
52,25,L,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15947,297,L,47,54,99,4,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
15551,176,L,47,54,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.3,NA
15555,128,L,47,54,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
11654,50,UNK,47,72,2,6,3,7,9,9,99,1,5,7,7,7,NA,NA,NA
15570,297,L,47,54,99,6,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
15956,106,L,47,54,99,6,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
15952,209,L,47,54,99,6,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
15789,169,L,47,51,99,6,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
13626,51,UNK,49,72,2,5,3,7,9,9,99,1,5,7,7,7,NA,NA,NA
3521,49,UNK,79,66,2,7,8,99,9,NA,99,1,5,7,7,7,3,NA,NA
14320,1229,UNK,46,134,1,1,9,1,9,9,99,1,5,7,7,7,NA,NA,NA
11457,49,UNK,47,71,2,1,9,1,1,1,99,1,5,7,7,7,NA,NA,NA
15828,160,L,47,53,99,5,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
58,242,E,45,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
40,30,E,47,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
11466,31,E,47,71,1,1,9,1,1,1,99,1,5,7,7,7,NA,NA,NA
15826,296,L,47,53,99,4,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
6552,513,E,47,72,2,1,9,1,1,1,99,1,5,7,7,7,NA,0.4,NA
15654,280,L,47,53,99,4,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
7586,1003,E,18,113,1,7,1,4,2,1,99,1,5,7,7,7,NA,24.6,NA
15660,160,L,47,53,99,4,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15646,297,L,47,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15765,299,L,47,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
2456,645,E,160,66,99,5,8,3,9,NA,99,1,5,7,7,7,3,NA,NA
15666,290,L,47,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
42,29,E,45,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
115,28,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
141,228,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
95,501,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15179,1004,E,45,126,1,1,NA,NA,NA,NA,NA,4,NA,7,7,NA,NA,0.3,NA
99,240,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15193,1004,E,53,71,1,4,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
2645,443,I,102,70,2,7,4,7,9,NA,99,14,3,6,7,6,3,NA,NA
2597,487,I,70,188,88,1,9,1,9,NA,99,4,5,7,7,7,3,NA,NA
2531,144,I,70,104,1,7,4,99,9,NA,99,88,5,7,7,7,3,NA,NA
15788,645,E,47,51,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
15672,128,L,47,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15802,603,L,45,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.5,NA
6803,163,L,47,115,1,1,9,4,1,1,99,1,5,7,7,7,NA,0.3,NA
88,27,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
109,24,L,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15219,742,L,44,132,1,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,0.1,NA
4257,123,L,103,159,2,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
114,236,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
121,236,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
6782,646,E,18,113,2,1,9,2,1,1,99,3,5,7,7,7,NA,2.8,NA
3333,522,E,81,17,1,1,9,99,9,NA,99,99,5,7,7,7,3,NA,NA
43,511,E,45,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
98,32,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
48,516,E,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
90,240,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
108,244,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
10906,22,L,18,151,2,1,9,1,1,1,99,1,5,7,7,7,NA,NA,NA
41,231,E,45,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
2658,19,I,100,114,2,4,4,99,9,NA,99,88,5,7,7,7,3,NA,NA
2656,859,I,100,66,99,6,4,4,9,NA,99,3,5,7,7,7,3,NA,NA
2941,133,L,100,17,1,3,5,99,9,NA,99,1,5,7,7,7,3,NA,NA
3287,233,E,120,129,1,1,9,1,9,NA,99,4,5,7,7,7,3,NA,NA
15760,284,L,45,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
9951,733,L,14,83,2,1,9,1,9,9,99,1,5,7,7,7,NA,3.9,NA
15803,402,I,45,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
80,25,L,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15809,132,I,45,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
15736,274,L,45,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.5,NA
15762,291,L,45,53,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15706,409,I,45,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.5,NA
15747,236,E,45,50,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.6,NA
5122,247,E,45,115,2,7,9,16,1,1,99,3,5,7,7,7,NA,0.4,NA
15985,433,I,45,54,99,4,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.3,NA
15993,450,I,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.1,NA
15592,453,I,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.6,NA
100,32,E,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
13924,924,UNK,53,113,2,7,9,16,9,9,99,3,5,7,7,7,NA,NA,NA
70,236,E,16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
1471,273,L,16,71,2,7,9,16,9,NA,99,3,5,7,7,7,NA,NA,NA
72,29,E,16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
54,236,E,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
69,242,E,16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
16001,458,I,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.2,NA
15601,438,I,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.9,NA
10981,814,L,18,152,2,1,9,1,1,1,99,1,5,7,7,7,NA,NA,NA
5844,444,UNK,18,71,1,1,9,16,9,9,99,3,5,7,7,7,NA,5.2,NA
15994,440,I,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.1,NA
15579,402,I,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.6,NA
15847,467,I,45,54,99,6,1,NA,NA,NA,NA,1,5,7,7,7,NA,1,NA
15597,424,I,45,54,99,6,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.6,NA
15580,458,I,45,54,99,4,1,NA,NA,NA,NA,1,5,7,7,7,NA,1.3,NA
15600,461,I,45,54,99,4,1,NA,NA,NA,NA,1,5,7,7,7,NA,1,NA
15963,461,I,45,54,99,4,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
12335,461,I,45,60,1,1,9,1,1,1,99,1,5,9,9,9,NA,0.3,NA
12331,437,I,45,60,2,6,9,1,1,1,99,1,5,9,9,9,NA,0.2,NA
15808,268,L,45,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.4,NA
15805,187,L,45,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.6,NA
15816,627,L,45,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.3,NA
15799,627,L,45,53,99,3,1,NA,NA,NA,NA,1,5,7,7,7,NA,0.5,NA
15779,639,L,45,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.6,NA
15999,269,L,45,54,99,5,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.2,NA
15996,621,L,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.2,NA
16002,293,L,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.2,NA
15732,163,L,47,51,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.2,NA
15795,612,L,47,52,99,1,9,NA,NA,NA,NA,1,5,7,7,7,NA,0.1,NA
15845,295,L,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.8,NA
13365,7,L,47,115,1,1,9,2,9,9,99,3,5,7,7,7,NA,NA,NA
67,225,E,47,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15852,295,L,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.9,NA
130,246,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15590,209,L,45,54,99,3,1,NA,NA,NA,NA,3,5,7,7,7,NA,0.9,NA
123,221,E,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA
15228,915,UNK,66,164,99,9,9,NA,NA,NA,99,99,NA,7,7,NA,NA,NA,NA
